,Tweet index,Label,Tweet text,split,premise,hyp,label
1212,1213,0,@JewdyGold Do you think Mary's parents believed the bubbemeinseh that she was still a virgin?,train,Amir tweeted: '@JewdyGold Do you think Mary's parents believed the bubbemeinseh that she was still a virgin?',Amir was ironic,False
1213,1214,1,I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly ,train,Eleanor tweeted: 'I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly ',Eleanor was ironic,True
1214,1215,0,"@hosienation I'm relaxed, and waiting for the facts to come out. But I've listened to Blaine hammer on players for doing similar before.",train,"Isaac tweeted: '@hosienation I'm relaxed, and waiting for the facts to come out. But I've listened to Blaine hammer on players for doing similar before.'",Isaac was ironic,False
1215,1216,0,@insidethehall @ryancorazza I keep seeing noon... Is it 1PM eastern or noon eastern? Need to plan my morning accordingly. Please advise.,train,Aleksandra tweeted: '@insidethehall @ryancorazza I keep seeing noon... Is it 1PM eastern or noon eastern? Need to plan my morning accordingly. Please advise.',Aleksandra was ironic,False
1216,1217,1,"Appreciate @Raheelk that he has spared suspending our accounts, only blocked us. ",train,"Elijah tweeted: 'Appreciate @Raheelk that he has spared suspending our accounts, only blocked us. '",Elijah was ironic,True
1217,1218,0,"your delusion that people are being killed ""cuz Obama black"" is the myth @RBRNetwork1 @JonJayGroden @Anan_VII @JoeHilgerman @1_Free_Man",train,"Preston tweeted: 'your delusion that people are being killed ""cuz Obama black"" is the myth @RBRNetwork1 @JonJayGroden @Anan_VII @JoeHilgerman @1_Free_Man'",Preston was ironic,False
1218,1219,0,@MehrTarar Thei reights to protest ends where my rights begin. They cannot take my right of earning livelihood and free movement.,train,Nery tweeted: '@MehrTarar Thei reights to protest ends where my rights begin. They cannot take my right of earning livelihood and free movement.',Nery was ironic,False
1219,1220,0,Baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on. HEAVEN! If only the snow hadn't turned to rain.,train,Lane tweeted: 'Baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on. HEAVEN! If only the snow hadn't turned to rain.',Lane was ironic,False
1220,1221,1,@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed ,train,Rosemary tweeted: '@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed ',Rosemary was ironic,True
1221,1222,1,"Crime figures: true picture may be worse than feared, says think-tank report | via @Telegraph http://t.co/dps9g5Zc6l Surprised? ",train,"Brandon tweeted: 'Crime figures: true picture may be worse than feared, says think-tank report | via @Telegraph http://t.co/dps9g5Zc6l Surprised? '",Brandon was ironic,True
1222,1223,1,"So now its Hamilton on a Monday night? Thanks @BTSportSPFL for all those evening games you give us, saturday football is overrated! ",train,"Ethan tweeted: 'So now its Hamilton on a Monday night? Thanks @BTSportSPFL for all those evening games you give us, saturday football is overrated! '",Ethan was ironic,True
1223,1224,1,Gotta love the sound of rain beating against the window on Christmas Day..  #whereswinter,train,Sadie tweeted: 'Gotta love the sound of rain beating against the window on Christmas Day..  #whereswinter',Sadie was ironic,True
1224,1225,0,#Lebanon #detainee #is  #ISIS leader's #wife: #Iraqi #official: BAGHDAD – An Iraqi official denied Wednesday... http://t.co/AmRz6zvQTp,train,Judy tweeted: '#Lebanon #detainee #is  #ISIS leader's #wife: #Iraqi #official: BAGHDAD – An Iraqi official denied Wednesday... http://t.co/AmRz6zvQTp',Judy was ironic,False
1225,1226,1,I'm a Victoria Secret model. It's such a secret not even Victoria knows.  http://t.co/y97N5kTuQz,train,Juliana tweeted: 'I'm a Victoria Secret model. It's such a secret not even Victoria knows.  http://t.co/y97N5kTuQz',Juliana was ironic,True
1226,1227,1,:unamused_face: Half of the testing group was very helpful today. ,train,Jeremiah tweeted: ':unamused_face: Half of the testing group was very helpful today. ',Jeremiah was ironic,True
1227,1228,0,They done worked me so hard,train,Risa tweeted: 'They done worked me so hard',Risa was ironic,False
1228,1229,0,"Amen :person_with_folded_hands: .... I love this! If you didn't plan, then it's your problem :face_with_stuck-out_tongue_and_winking_eye: #truth  emergency @ Pearl... http://t.co/pg2o4SgFwj",train,"Ariana tweeted: 'Amen :person_with_folded_hands: .... I love this! If you didn't plan, then it's your problem :face_with_stuck-out_tongue_and_winking_eye: #truth  emergency @ Pearl... http://t.co/pg2o4SgFwj'",Ariana was ironic,False
1229,1230,1,Whoops. Didn't know I had to live up to other people's expectations instead of mine. Let me just fix that.  #sorrynotsorry #soz,train,Tiana tweeted: 'Whoops. Didn't know I had to live up to other people's expectations instead of mine. Let me just fix that.  #sorrynotsorry #soz',Tiana was ironic,True
1230,1231,1,Can't wait for next year when it's a Cyber Month Sale. ,train,Derwin tweeted: 'Can't wait for next year when it's a Cyber Month Sale. ',Derwin was ironic,True
1231,1232,0,@doforsarawak it's a ,train,Samara tweeted: '@doforsarawak it's a ',Samara was ironic,False
1232,1233,1,"@carlytyler @greateranglia let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot ",train,"Rylee tweeted: '@carlytyler @greateranglia let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot '",Rylee was ironic,True
1233,1234,0,Best Christmas gift @taylorswift13 new album. http://t.co/jTbyb5ysjJ,train,Javier tweeted: 'Best Christmas gift @taylorswift13 new album. http://t.co/jTbyb5ysjJ',Javier was ironic,False
1234,1235,1,"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags  #PMS",train,"Jeffrey tweeted: 'I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags  #PMS'",Jeffrey was ironic,True
1235,1236,1,@94irwinjb I'm so persuasive lol ,train,Reece tweeted: '@94irwinjb I'm so persuasive lol ',Reece was ironic,True
1236,1237,0,#KMYB19HR study http://t.co/4GiFoUIyml,train,Jacob tweeted: '#KMYB19HR study http://t.co/4GiFoUIyml',Jacob was ironic,False
1237,1238,1,@ the hospital for a new allergy test... Love it. ,train,Edward tweeted: '@ the hospital for a new allergy test... Love it. ',Edward was ironic,True
1238,1239,1,@XboxSupport even your link to the service alert is down. ,train,Jameson tweeted: '@XboxSupport even your link to the service alert is down. ',Jameson was ironic,True
1239,1240,0,HEY LOOK THERE! ,train,Jazlyn tweeted: 'HEY LOOK THERE! ',Jazlyn was ironic,False
1240,1241,1,And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome :face_with_look_of_triumph:,train,Mason tweeted: 'And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome :face_with_look_of_triumph:',Mason was ironic,True
1241,1242,1,"@Johnnyebs06 oh joy, now i get to have even more of them in my living room!  #putyourtoysaway #badboyfriend",train,"Jaritza tweeted: '@Johnnyebs06 oh joy, now i get to have even more of them in my living room!  #putyourtoysaway #badboyfriend'",Jaritza was ironic,True
1242,1243,1,Human brains disappear every day. Some of them have never even appeared.. ||http://t.co/Fb0Aq5Frqs||#brain #humanbrain ,train,Kandice tweeted: 'Human brains disappear every day. Some of them have never even appeared.. ||http://t.co/Fb0Aq5Frqs||#brain #humanbrain ',Kandice was ironic,True
1243,1244,0,Happy New Year all my Twitter people. Hope you have a happy and successful 2015! Lots of love :face_throwing_a_kiss: #2015season #2014sucks,train,Elijah tweeted: 'Happy New Year all my Twitter people. Hope you have a happy and successful 2015! Lots of love :face_throwing_a_kiss: #2015season #2014sucks',Elijah was ironic,False
1244,1245,1,Turns out a sausage butty from burger king is just a burger. Really enjoyed eating that at half 8 in the morning.  #feelshit,train,Kayleen tweeted: 'Turns out a sausage butty from burger king is just a burger. Really enjoyed eating that at half 8 in the morning.  #feelshit',Kayleen was ironic,True
1245,1246,1,Ma thing  http://t.co/YVekcrBemZ,train,Kaeden tweeted: 'Ma thing  http://t.co/YVekcrBemZ',Kaeden was ironic,True
1246,1247,0,girl#beautiful#short#nose#tall#but#toshort#selfieeee <3:* http://t.co/90Itgrq4bh,train,Leo tweeted: 'girl#beautiful#short#nose#tall#but#toshort#selfieeee <3:* http://t.co/90Itgrq4bh',Leo was ironic,False
1247,1248,0,@afneil @daily_politics @TheSunNewspaper Missed off the  hashtag?,train,Ryan tweeted: '@afneil @daily_politics @TheSunNewspaper Missed off the  hashtag?',Ryan was ironic,False
1248,1249,0,First nigga to grab it from behind No homo,train,Joseph tweeted: 'First nigga to grab it from behind No homo',Joseph was ironic,False
1249,1250,0,"Loooooool RT @Lonyngwenya: Monday is done, Friday is around the corner",train,"Cody tweeted: 'Loooooool RT @Lonyngwenya: Monday is done, Friday is around the corner'",Cody was ironic,False
1250,1251,0,New homeschool year. New Marketing business. Clickbank University. Wealthy Affiliate. Writing the book finally. #holyschedule #needanapp 0_0,train,Jc tweeted: 'New homeschool year. New Marketing business. Clickbank University. Wealthy Affiliate. Writing the book finally. #holyschedule #needanapp 0_0',Jc was ironic,False
1251,1252,0,SCRATCHING THE NIGHT OFF MY EYES,train,Roshan tweeted: 'SCRATCHING THE NIGHT OFF MY EYES',Roshan was ironic,False
1252,1253,1,Working on Boxing Day is so fun ,train,Jake tweeted: 'Working on Boxing Day is so fun ',Jake was ironic,True
1253,1254,0,To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me,train,Charles tweeted: 'To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me',Charles was ironic,False
1254,1255,1,"It's too bad all this is happening to #TheInterview, it looks like a really good movie. ",train,"Johnathan tweeted: 'It's too bad all this is happening to #TheInterview, it looks like a really good movie. '",Johnathan was ironic,True
1255,1256,1,@Mark_Coker gun laws will fix everything ,train,Lauryn tweeted: '@Mark_Coker gun laws will fix everything ',Lauryn was ironic,True
1256,1257,1,S/O to the Bengals for sucking it up yesterday. Totally made it worth me staying up 24 hours yesterday and coming to work this am. ,train,Mary tweeted: 'S/O to the Bengals for sucking it up yesterday. Totally made it worth me staying up 24 hours yesterday and coming to work this am. ',Mary was ironic,True
1257,1258,0,"@johnsheehan10 @Matt_Brickman I mostly follow my lists, but I dip into the full feed randomly.",train,"Marian tweeted: '@johnsheehan10 @Matt_Brickman I mostly follow my lists, but I dip into the full feed randomly.'",Marian was ironic,False
1258,1259,0,"not that it matters, a message board thread is not an authoritative source @ILOVEBLACKMEN01 @TimOwensby",train,"Jovany tweeted: 'not that it matters, a message board thread is not an authoritative source @ILOVEBLACKMEN01 @TimOwensby'",Jovany was ironic,False
1259,1260,1,:weary_cat_face::face_screaming_in_fear::weary_cat_face::face_screaming_in_fear::weary_cat_face::face_screaming_in_fear: #POPCORN!!!!!! :face_with_tears_of_joy::father_christmas::face_with_tears_of_joy::father_christmas::face_with_tears_of_joy::pistol::pistol: bringing this at movie tuesday night!!  http://t.co/6ucMg84g4w,train,Jamal tweeted: ':weary_cat_face::face_screaming_in_fear::weary_cat_face::face_screaming_in_fear::weary_cat_face::face_screaming_in_fear: #POPCORN!!!!!! :face_with_tears_of_joy::father_christmas::face_with_tears_of_joy::father_christmas::face_with_tears_of_joy::pistol::pistol: bringing this at movie tuesday night!!  http://t.co/6ucMg84g4w',Jamal was ironic,True
1260,1261,1,Mom: how about we bring your physical trainer Dunckin' Donuts. |Yes.. bringing donuts to a fitness fanatic would make perfect sense ,train,Zaniya tweeted: 'Mom: how about we bring your physical trainer Dunckin' Donuts. |Yes.. bringing donuts to a fitness fanatic would make perfect sense ',Zaniya was ironic,True
1261,1262,1,@jimjefferies you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor.... ,train,Ryker tweeted: '@jimjefferies you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor.... ',Ryker was ironic,True
1262,1263,1,Thank you Harding science department for only giving us 55 minutes for our final. ,train,Rayce tweeted: 'Thank you Harding science department for only giving us 55 minutes for our final. ',Rayce was ironic,True
1263,1264,1,"@Mike_Ashley_Out @towlawrian @nufcfans I guess this is where he lost a couple of million to Lambias, is it?   #LudicrousStory",train,"Elijah tweeted: '@Mike_Ashley_Out @towlawrian @nufcfans I guess this is where he lost a couple of million to Lambias, is it?   #LudicrousStory'",Elijah was ironic,True
1264,1265,0,@CataCarryOn I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town. Where are you from?,train,Delaylah tweeted: '@CataCarryOn I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town. Where are you from?',Delaylah was ironic,False
1265,1266,0,stl.You Will Never Win Again RT @viggie_kopite: New Manager? New Striker? New Transfer Committee? (cont) http://t.co/vQkvIx4eNX,train,Luke tweeted: 'stl.You Will Never Win Again RT @viggie_kopite: New Manager? New Striker? New Transfer Committee? (cont) http://t.co/vQkvIx4eNX',Luke was ironic,False
1266,1267,0,"@TedSkibinski @RedState @PamelaJaneVP Maybe they are going to jump in and land on something that is technically not ""the ground"". ;)",train,"Gauge tweeted: '@TedSkibinski @RedState @PamelaJaneVP Maybe they are going to jump in and land on something that is technically not ""the ground"". ;)'",Gauge was ironic,False
1267,1268,1,also sick names ,train,Meeyah tweeted: 'also sick names ',Meeyah was ironic,True
1268,1269,0,Babysitting night! Hoping my car doesn't get towed bc idk where to park :face_with_open_mouth_and_cold_sweat:,train,Giovani tweeted: 'Babysitting night! Hoping my car doesn't get towed bc idk where to park :face_with_open_mouth_and_cold_sweat:',Giovani was ironic,False
1269,1270,0,@LR_Lam you mean... it doesn't mean 'so much hate'..? .... oh..... orz,train,Lyla tweeted: '@LR_Lam you mean... it doesn't mean 'so much hate'..? .... oh..... orz',Lyla was ironic,False
1270,1271,1,@TelegraphPromos @Mistress_Fiona Second prize is TWO signed copies of Boris' book. #onlyKidding ,train,Tequila tweeted: '@TelegraphPromos @Mistress_Fiona Second prize is TWO signed copies of Boris' book. #onlyKidding ',Tequila was ironic,True
1271,1272,1,"#Corpsman wisdom: I had a head cold, so I took my own advice - Motrin, hydrated and changed my socks. Cold eliminated  #navy",train,"Makai tweeted: '#Corpsman wisdom: I had a head cold, so I took my own advice - Motrin, hydrated and changed my socks. Cold eliminated  #navy'",Makai was ironic,True
1272,1273,0,Follow> @StartOnlineHere now for great tweets about starting an online shop! http://t.co/XYabZWuO5w StartOnlineHere,train,Christine tweeted: 'Follow> @StartOnlineHere now for great tweets about starting an online shop! http://t.co/XYabZWuO5w StartOnlineHere',Christine was ironic,False
1273,1274,1,"@BigKev67 @jennyah46 it's ok Kev, Gurney's bowling the next over ",train,"Annabelle tweeted: '@BigKev67 @jennyah46 it's ok Kev, Gurney's bowling the next over '",Annabelle was ironic,True
1274,1275,1,I take blazing hot showers so I can get used to burning in the pits of hell. #ifitsreal ,train,Levi tweeted: 'I take blazing hot showers so I can get used to burning in the pits of hell. #ifitsreal ',Levi was ironic,True
1275,1276,0,Festive #ff to @titaniumaccount @RightmoveAddict @aroundthehouses @BCTLC @TheJamHouse @IAB_Bham @BrumChamber @jackiedeburca @Brumstew,train,Taniyah tweeted: 'Festive #ff to @titaniumaccount @RightmoveAddict @aroundthehouses @BCTLC @TheJamHouse @IAB_Bham @BrumChamber @jackiedeburca @Brumstew',Taniyah was ironic,False
1276,1277,0,I love procrastinating but I hate cramming.. -_- ,train,Liam tweeted: 'I love procrastinating but I hate cramming.. -_- ',Liam was ironic,False
1277,1278,1,: Entertaining journalists collecting facts about annoying dentists. #Entertaining=#Annoying #FactAboutDentist,train,Landon tweeted: ': Entertaining journalists collecting facts about annoying dentists. #Entertaining=#Annoying #FactAboutDentist',Landon was ironic,True
1278,1279,0,#your biggest task is to get me to look #how shall one do that?  looking #none of them #cleverclogs #shld #know #my #nakhre too,train,Adrian tweeted: '#your biggest task is to get me to look #how shall one do that?  looking #none of them #cleverclogs #shld #know #my #nakhre too',Adrian was ironic,False
1279,1280,1,Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook||,train,Lukas tweeted: 'Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook||',Lukas was ironic,True
1280,1281,1,My stomach is a Wonderland for gas inducing bacteria. #blessed ,train,Jameson tweeted: 'My stomach is a Wonderland for gas inducing bacteria. #blessed ',Jameson was ironic,True
1281,1282,0,Here comes the universe. #TMLtalk #Leafs,train,Daisy tweeted: 'Here comes the universe. #TMLtalk #Leafs',Daisy was ironic,False
1282,1283,1,Thank God the #Knicks re-signed Carmelo.  #TheBullsCanHaveHim,train,Kale tweeted: 'Thank God the #Knicks re-signed Carmelo.  #TheBullsCanHaveHim',Kale was ironic,True
1283,1284,0,Heaven knows I'm miserable now ... #TheSmiths #girl #old #ohwow #InstaSize  #a #goodmood #weirdpose http://t.co/2t8G2YsUZU,train,Gary tweeted: 'Heaven knows I'm miserable now ... #TheSmiths #girl #old #ohwow #InstaSize  #a #goodmood #weirdpose http://t.co/2t8G2YsUZU',Gary was ironic,False
1284,1285,1,Should be a balanced view then  @pjhelliar @theprojecttv,train,Colin tweeted: 'Should be a balanced view then  @pjhelliar @theprojecttv',Colin was ironic,True
1285,1286,0,@Quikr Alone Tonight cause its a personal song which helps me to imagine myself beyond another world. |#GoSupersonicQuikr|@aboveandbeyond,train,Jaiden tweeted: '@Quikr Alone Tonight cause its a personal song which helps me to imagine myself beyond another world. |#GoSupersonicQuikr|@aboveandbeyond',Jaiden was ironic,False
1286,1287,0,@DorlaCoddington @wherePHILLY Thx. If thry real why dont you have them? Friend me on http://t.co/OXybfwwWb6,train,Eduardo tweeted: '@DorlaCoddington @wherePHILLY Thx. If thry real why dont you have them? Friend me on http://t.co/OXybfwwWb6',Eduardo was ironic,False
1287,1288,0,Boone Pratt- The Evolution Will Be Televised (Directed By Devin Gibson o...: http://t.co/xLzKxSdyS6 via> @YouTube,train,Michael tweeted: 'Boone Pratt- The Evolution Will Be Televised (Directed By Devin Gibson o...: http://t.co/xLzKxSdyS6 via> @YouTube',Michael was ironic,False
1288,1289,1,"Off to brave Tesco. Humungous shopping list, hail outside #ohbliss ",train,"Josiah tweeted: 'Off to brave Tesco. Humungous shopping list, hail outside #ohbliss '",Josiah was ironic,True
1289,1290,0,@carlyaquilino:  weird http://t.co/ApFZyGEtVr @gampnasty,train,Jomar tweeted: '@carlyaquilino:  weird http://t.co/ApFZyGEtVr @gampnasty',Jomar was ironic,False
1290,1291,0,Breaking up with your girl so you don't have to buy her any presents ||#lowbudget #smartmove  #a #good #idea #butscheming doe,train,Aron tweeted: 'Breaking up with your girl so you don't have to buy her any presents ||#lowbudget #smartmove  #a #good #idea #butscheming doe',Aron was ironic,False
1291,1292,0,"#Comptroller: #CitiBike #Stations, #Bikes  #Being #Properly #Maintained: As CitiBike gears up to expand, the... http://t.co/BPAiKun5ft",train,"Dominic tweeted: '#Comptroller: #CitiBike #Stations, #Bikes  #Being #Properly #Maintained: As CitiBike gears up to expand, the... http://t.co/BPAiKun5ft'",Dominic was ironic,False
1292,1293,1,Ooh! Someone knows how to click the 'Unfollow' button. I'm impressed!  #beforeCoffee http://t.co/Cm1UldR6d5,train,Raymonte tweeted: 'Ooh! Someone knows how to click the 'Unfollow' button. I'm impressed!  #beforeCoffee http://t.co/Cm1UldR6d5',Raymonte was ironic,True
1293,1294,0,I'm so ready to get drunk tonight,train,Lilyana tweeted: 'I'm so ready to get drunk tonight',Lilyana was ironic,False
1294,1295,0,I think the new sweater I bought is a maternity sweater. Oh well. Its super cozy,train,Dyland tweeted: 'I think the new sweater I bought is a maternity sweater. Oh well. Its super cozy',Dyland was ironic,False
1295,1296,1,Double dance with the boys is what makes a Monday worthwhile ,train,Lucas tweeted: 'Double dance with the boys is what makes a Monday worthwhile ',Lucas was ironic,True
1296,1297,1,Obama wants closer relations with a Marxist nation... I'm SHOCKED I tell you!  SHOCKED!    #cuba http://t.co/as75A3kJ9z,train,Wyatt tweeted: 'Obama wants closer relations with a Marxist nation... I'm SHOCKED I tell you!  SHOCKED!    #cuba http://t.co/as75A3kJ9z',Wyatt was ironic,True
1297,1298,0,@bigbillybmoney oh haha no they ain't :face_with_tears_of_joy::face_with_tears_of_joy: you ain't even seen em,train,Tyler tweeted: '@bigbillybmoney oh haha no they ain't :face_with_tears_of_joy::face_with_tears_of_joy: you ain't even seen em',Tyler was ironic,False
1298,1299,1,Being able to think your self angry is such a nice gift to have...  #ItsACurse,train,Liana tweeted: 'Being able to think your self angry is such a nice gift to have...  #ItsACurse',Liana was ironic,True
1299,1300,0,@johnmcternan @theSNP in the paper that supported the blackshirts. ,train,Jose tweeted: '@johnmcternan @theSNP in the paper that supported the blackshirts. ',Jose was ironic,False
1300,1301,0,you are the one LYING @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin,train,Jeremiah tweeted: 'you are the one LYING @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin',Jeremiah was ironic,False
1301,1302,1,Cool to know I have people I can talk to when having a shit night. ,train,Charles tweeted: 'Cool to know I have people I can talk to when having a shit night. ',Charles was ironic,True
1302,1303,0,@Espngreeny OSU opponents record much better than Baylor. Outright conf champs. Wins against 7 tms with winning records (Baylor 3),train,Cayden tweeted: '@Espngreeny OSU opponents record much better than Baylor. Outright conf champs. Wins against 7 tms with winning records (Baylor 3)',Cayden was ironic,False
1303,1304,1,@dudleymbc happy new year to you too!! Thanks for the reply ,train,Imelda tweeted: '@dudleymbc happy new year to you too!! Thanks for the reply ',Imelda was ironic,True
1304,1305,0,"dressing gown on, turkey and buffalo sauce sandwich in hand and big fat quiz of the year  #moving #ever #again",train,"Alejandro tweeted: 'dressing gown on, turkey and buffalo sauce sandwich in hand and big fat quiz of the year  #moving #ever #again'",Alejandro was ironic,False
1305,1306,0,"@etownmiller at $8.25 per day those are definitely not Costco socks! I must say this "" funky sock"" movement is kinda cool.",train,"Stella tweeted: '@etownmiller at $8.25 per day those are definitely not Costco socks! I must say this "" funky sock"" movement is kinda cool.'",Stella was ironic,False
1306,1307,1,A tiring selfiee!!but yet looks #freshh :P Aftr long work!!! I love unii  http://t.co/zX7sqmztxe,train,Patrick tweeted: 'A tiring selfiee!!but yet looks #freshh :P Aftr long work!!! I love unii  http://t.co/zX7sqmztxe',Patrick was ironic,True
1307,1308,0,"This has nothing to do with anything at all, but I hate the word ""fleek"". It sounds like something I'd name my Neopet.",train,"Noah tweeted: 'This has nothing to do with anything at all, but I hate the word ""fleek"". It sounds like something I'd name my Neopet.'",Noah was ironic,False
1308,1309,0,Oomf should be chowed in her mom's car,train,Rylan tweeted: 'Oomf should be chowed in her mom's car',Rylan was ironic,False
1309,1310,0,"Stop living like a king, you're not one So using this in real life. #ExodusMovie",train,"Aiden tweeted: 'Stop living like a king, you're not one So using this in real life. #ExodusMovie'",Aiden was ironic,False
1310,1311,1,I think I might be an artist  #flowers #pretty #love #beautiful #painting #art #nature #lchs http://t.co/Gq9zYIvApN,train,Joshua tweeted: 'I think I might be an artist  #flowers #pretty #love #beautiful #painting #art #nature #lchs http://t.co/Gq9zYIvApN',Joshua was ironic,True
1311,1312,0,i'm really stoked about going abroad in the fall. and well next week but that's for completely different reasons. #imissmyboyfriend,train,Aiden tweeted: 'i'm really stoked about going abroad in the fall. and well next week but that's for completely different reasons. #imissmyboyfriend',Aiden was ironic,False
1312,1313,0,Look behind you # Tara # Ella # Starbucks #mytopgirls @ The Omni Santry http://t.co/6fDS3kpjc7,train,Zakia tweeted: 'Look behind you # Tara # Ella # Starbucks #mytopgirls @ The Omni Santry http://t.co/6fDS3kpjc7',Zakia was ironic,False
1313,1314,1,@fausAlien i don't like yellow but most of my things are yellow.  hi kapitana!!! Nagaaral kmi ni @Gel_ALIENlover ASDFGHJKL HUHUHU,train,Bentley tweeted: '@fausAlien i don't like yellow but most of my things are yellow.  hi kapitana!!! Nagaaral kmi ni @Gel_ALIENlover ASDFGHJKL HUHUHU',Bentley was ironic,True
1314,1315,0,"Love ya Jerry, but what the heck was that?",train,"Andrew tweeted: 'Love ya Jerry, but what the heck was that?'",Andrew was ironic,False
1315,1316,0,I'm not usually a fan of anything #pumpkin or #pumpkinspiced but OMG. These are the best cookies I've... http://t.co/Lyr8HuLnSW,train,Brantley tweeted: 'I'm not usually a fan of anything #pumpkin or #pumpkinspiced but OMG. These are the best cookies I've... http://t.co/Lyr8HuLnSW',Brantley was ironic,False
1316,1317,0,Image via We Heart It https://t.co/jqsXRQt8Yd #boy #funny #girl #K #mad  #ok http://t.co/0tZwekjkvD,train,Brendon tweeted: 'Image via We Heart It https://t.co/jqsXRQt8Yd #boy #funny #girl #K #mad  #ok http://t.co/0tZwekjkvD',Brendon was ironic,False
1317,1318,1,Take my time because I want it all right?  http://t.co/NxkFIWFs8I,train,Cruz tweeted: 'Take my time because I want it all right?  http://t.co/NxkFIWFs8I',Cruz was ironic,True
1318,1319,0,@sowinski521 annnnddddddd your opinion is irrelevant,train,Anastyn tweeted: '@sowinski521 annnnddddddd your opinion is irrelevant',Anastyn was ironic,False
1319,1320,0,"#Its  #Over, Its Not Finished|Its Not Ending, Its Only The #Beginning When #God Is In It, #All #Things Are... http://t.co/AeUf5jNxwU",train,"Dawson tweeted: '#Its  #Over, Its Not Finished|Its Not Ending, Its Only The #Beginning When #God Is In It, #All #Things Are... http://t.co/AeUf5jNxwU'",Dawson was ironic,False
1320,1321,1,"@Ike58Reese I know, but in the big spot (the only time I've watched him) he choked! Haha! Must mean he sucks, right? ",train,"Wyatt tweeted: '@Ike58Reese I know, but in the big spot (the only time I've watched him) he choked! Haha! Must mean he sucks, right? '",Wyatt was ironic,True
1321,1322,0,@UberStaub oh my fingers stick together,train,Valentin tweeted: '@UberStaub oh my fingers stick together',Valentin was ironic,False
1322,1323,1,Can't wait to work with the dream team again today!! #delilyfe  :see-no-evil_monkey:,train,Charlotte tweeted: 'Can't wait to work with the dream team again today!! #delilyfe  :see-no-evil_monkey:',Charlotte was ironic,True
1323,1324,1,I just love a chaotic school run!!!...,train,John tweeted: 'I just love a chaotic school run!!!...',John was ironic,True
1324,1325,1,@joshtiffers this is my new fave thing on facebook  #sexpest http://t.co/OpIVUx5Qxh,train,Cameron tweeted: '@joshtiffers this is my new fave thing on facebook  #sexpest http://t.co/OpIVUx5Qxh',Cameron was ironic,True
1325,1326,0,@andyyoung2 @maneezafmcl @im_seo_Alan please reply to this gentleman on behalf of all of us here @Foodjob #jokles  #gotrealworktodo,train,Rachel tweeted: '@andyyoung2 @maneezafmcl @im_seo_Alan please reply to this gentleman on behalf of all of us here @Foodjob #jokles  #gotrealworktodo',Rachel was ironic,False
1326,1327,1,My luck just keeps getting better and better ,train,Syed tweeted: 'My luck just keeps getting better and better ',Syed was ironic,True
1327,1328,1,@RWwatchMA Deutsch is a misogynistic toad; how shocking he's a bigot too  .... #HandsUpDontShoot,train,Khloe tweeted: '@RWwatchMA Deutsch is a misogynistic toad; how shocking he's a bigot too  .... #HandsUpDontShoot',Khloe was ironic,True
1328,1329,0,> @CleartalkingCom Google Drive Review http://t.co/aqd6oRJ0Wb,train,Raymond tweeted: '> @CleartalkingCom Google Drive Review http://t.co/aqd6oRJ0Wb',Raymond was ironic,False
1329,1330,0,@tumblrthings: don't say anything... just retweet it https://t.co/9ovHj1YzFp @Lloydgallagher3 @bigtant1986 @Boydie1990,train,Samuel tweeted: '@tumblrthings: don't say anything... just retweet it https://t.co/9ovHj1YzFp @Lloydgallagher3 @bigtant1986 @Boydie1990',Samuel was ironic,False
1330,1331,1,"@lucasharriss_ Ok, hope it will rain soon  :confounded_face:",train,"Daniel tweeted: '@lucasharriss_ Ok, hope it will rain soon  :confounded_face:'",Daniel was ironic,True
